year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,5,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",720,202,63.2,7.62,73.22,0.79,57.17,5,1,11590,2991,716,3490,23,4370
2022,5,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",632,270,48.21,21.88,175.26,1,23.64,26,1,18753,3198,2349,11352,24,1830
2022,5,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1895,544,139.57,21.7,252.9,9.47,120.36,44,11,35419,9388,2308,13393,253,10077
2022,5,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",11,3,1,0,0.28,0,1.72,0,0,303,82,0,20,0,201
2022,5,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",608,161,53.11,3.77,63.53,1.33,39.25,12,1,11590,3974,284,4053,45,3234
2022,5,NK,Spirit Air Lines,IND,"Indianapolis, IN: Indianapolis International",133,35,12.9,1.88,11.19,0.21,8.82,3,0,2794,896,99,708,15,1076
2022,5,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1879,591,140.82,12.78,275.65,4.8,156.95,37,1,37058,10900,928,15315,121,9794
2022,5,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",909,275,94.76,9.91,122.06,5.02,43.26,13,0,13301,4755,530,5011,195,2810
2022,5,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",77,15,6.94,1.43,5.03,0,1.6,5,0,915,535,97,227,0,56
2022,5,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",414,126,38.39,10.25,54.74,0,22.63,20,0,6702,1966,651,2797,0,1288
2022,5,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",118,43,13.14,1.13,11.05,0,17.68,2,0,2759,682,32,630,0,1415
2022,5,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",2087,664,162.5,25.08,292.93,4.97,178.52,57,7,43614,10857,2547,17250,187,12773
2022,5,NK,Spirit Air Lines,MEM,"Memphis, TN: Memphis International",62,15,8.33,0,5.26,0,1.41,0,0,594,284,0,181,0,129
2022,5,NK,Spirit Air Lines,MHT,"Manchester, NH: Manchester-Boston Regional",75,18,9.24,0,5.5,0,3.26,4,0,665,326,0,206,0,133
2022,5,NK,Spirit Air Lines,MIA,"Miami, FL: Miami International",602,152,35.21,6.24,70.04,1.11,39.41,13,4,9129,2046,582,3240,90,3171
2022,5,NK,Spirit Air Lines,MKE,"Milwaukee, WI: General Mitchell International",80,17,8.11,0,6.71,0,2.18,3,0,983,374,0,448,0,161
2022,5,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",77,22,8.95,1.6,6.6,1,3.84,1,1,1653,691,229,383,24,326
2022,5,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",415,89,31.19,0.83,36.32,0.12,20.54,7,1,6448,2413,131,2281,3,1620
2022,5,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",625,119,37.94,4.2,41.65,0.77,34.45,17,0,8152,2509,248,3264,32,2099
2022,5,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",190,51,17.85,0,20.55,0.4,12.2,1,0,2543,1125,0,732,27,659
2022,5,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",598,154,42.68,8.82,64.62,3.26,34.62,16,0,8378,2255,525,2972,113,2513
2022,5,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",16,3,0,0,2,0,1,0,0,237,0,0,152,0,85
2022,5,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",78,21,5.01,0,8.7,0,7.29,1,0,1013,274,0,276,0,463
2022,5,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",537,175,52,12.11,67.03,5.03,38.84,12,0,10521,3156,1021,3580,251,2513
2022,5,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",49,12,6.44,0,2.44,0,3.12,1,0,759,405,0,75,0,279
2022,5,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",243,54,22.57,4.28,17.13,1.94,8.09,4,0,2806,995,491,766,79,475
2022,5,NK,Spirit Air Lines,PNS,"Pensacola, FL: Pensacola International",36,12,4.99,0.31,6.24,0,0.46,0,0,809,321,36,401,0,51
2022,5,NK,Spirit Air Lines,PSE,"Ponce, PR: Mercedita",31,17,6.84,2.87,5.36,0.81,1.12,0,1,973,457,115,344,21,36
2022,5,NK,Spirit Air Lines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",59,17,2.81,0.83,10.39,1.5,1.46,2,0,597,56,45,421,38,37
2022,5,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",61,26,10.11,3.79,8.32,0,3.78,3,0,1624,448,206,528,0,442
2022,5,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",148,22,8.04,0,12.77,0,1.19,3,1,1658,1017,0,536,0,105
2022,5,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",132,33,10.09,0,13.07,0,9.84,3,0,1230,441,0,352,0,437
2022,5,NK,Spirit Air Lines,SDF,"Louisville, KY: Louisville Muhammad Ali International",112,23,11.92,0.88,5.76,0.94,3.5,8,1,1205,596,125,294,17,173
2022,5,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",64,18,6.43,0,7,0,4.57,0,0,984,401,0,242,0,341
2022,5,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",450,161,52.7,6.4,61.71,2.53,37.66,4,0,7701,2365,281,2291,73,2691
2022,5,NK,Spirit Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",24,3,1.02,0,1.1,0,0.88,0,0,109,45,0,49,0,15
2022,5,NK,Spirit Air Lines,SMF,"Sacramento, CA: Sacramento International",113,31,13.19,0,13.02,0,4.79,0,0,1531,527,0,853,0,151
2022,5,NK,Spirit Air Lines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",154,29,6.86,0.44,17.16,0.13,4.41,0,1,1103,210,7,667,5,214
2022,5,NK,Spirit Air Lines,STL,"St. Louis, MO: St Louis Lambert International",93,29,7.55,0,13.47,0,7.98,0,0,1759,368,0,819,0,572
2022,5,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",59,16,8.02,0,4.91,0,3.07,0,1,1107,470,0,346,0,291
2022,5,NK,Spirit Air Lines,STX,"Christiansted, VI: Henry E. Rohlsen",31,5,2.37,0,1.19,0,1.44,0,0,370,151,0,172,0,47
2022,5,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",417,88,24.27,4.67,40.58,0,18.49,5,3,5472,1927,216,1938,0,1391
2022,5,OH,PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",82,18,4.7,2.02,1.93,0,9.34,1,0,929,291,89,44,0,505
2022,5,OH,PSA Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",91,15,5.53,0.82,2.39,0,6.26,1,0,1125,534,21,51,0,519
2022,5,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",97,29,14.26,0,6.04,0,8.71,5,0,1355,709,0,193,0,453
2022,5,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",106,10,2.56,0.02,1.78,0,5.65,0,0,703,238,2,68,0,395
2022,5,OH,PSA Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",162,36,11.97,4.63,10.33,0,9.08,6,0,2259,779,483,373,0,624
2022,5,OH,PSA Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",20,5,1.54,0.34,1.02,0,2.1,0,0,253,37,31,22,0,163
2022,5,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",147,45,10.72,2.3,12.49,0.31,19.18,7,0,2604,717,273,444,11,1159
2022,5,OH,PSA Airlines Inc.,BGR,"Bangor, ME: Bangor International",156,44,11.42,3.38,12.96,0,16.25,4,1,2371,557,262,449,0,1103
2022,5,OH,PSA Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",303,81,23.27,10.01,26.47,0,21.25,9,0,5155,1221,1372,781,0,1781
2022,5,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",251,45,18.32,3.14,9.09,0.65,13.81,5,1,3775,1357,377,401,61,1579
2022,5,OH,PSA Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",60,15,5.11,2.66,1,0,6.23,0,0,1050,195,338,25,0,492
2022,5,OH,PSA Airlines Inc.,BTV,"Burlington, VT: Burlington International",127,19,7.34,0.11,6.09,0,5.47,4,0,902,287,8,298,0,309
2022,5,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",168,38,9.39,1.84,15.64,0,11.13,9,0,2914,506,290,665,0,1453
2022,5,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",20,6,2.31,0.84,0.96,0,1.88,0,1,455,72,95,55,0,233
2022,5,OH,PSA Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",161,50,12.52,3.87,12.96,0.33,20.31,8,0,2835,693,317,492,7,1326
2022,5,OH,PSA Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",92,28,6.38,7.59,0.75,0,13.29,1,0,2596,402,862,33,0,1299
2022,5,OH,PSA Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",108,19,5.18,2.28,0.81,0.18,10.56,2,1,1199,163,224,27,21,764
2022,5,OH,PSA Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",59,7,0.09,1.66,3.34,0,1.91,1,0,485,7,146,143,0,189
2022,5,OH,PSA Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",215,36,14.33,1.8,8.32,0.47,11.08,8,1,2424,1105,103,269,8,939
2022,5,OH,PSA Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",62,12,2.62,2.71,0.62,0,6.05,1,0,1127,113,542,53,0,419
2022,5,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",188,52,16.43,2.61,17.16,0,15.8,10,0,3083,1041,219,624,0,1199
2022,5,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",5268,868,185.59,76.66,210.08,2.14,393.54,106,19,72872,19560,6957,10443,75,35837
2022,5,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",131,24,6.12,3.62,6.57,0,7.69,4,2,1588,228,204,214,0,942
2022,5,OH,PSA Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",110,25,5.22,2.61,4.61,0.09,12.48,1,1,2473,855,298,122,2,1196
2022,5,OH,PSA Airlines Inc.,CSG,"Columbus, GA: Columbus Airport",62,14,5.33,2.45,2.23,0,3.98,1,0,982,371,287,55,0,269
2022,5,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",248,69,22.73,4.91,15.11,0,26.24,3,0,5617,1760,644,813,0,2400
2022,5,OH,PSA Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",113,21,5.41,2.85,4.49,0,8.25,3,0,1889,268,207,258,0,1156
2022,5,OH,PSA Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",248,71,26.69,4.07,13.39,0,26.84,10,1,5001,1811,195,520,0,2475
2022,5,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2766,657,105.88,24.98,248.99,0.08,277.07,148,13,50991,12931,3237,12297,12,22514
2022,5,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",8,1,0,0,1,0,0,0,0,16,0,0,16,0,0
2022,5,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",12,2,0.88,0,0.12,0,1,1,0,56,15,0,2,0,39
2022,5,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",156,44,19.35,1.23,12.11,0,11.31,7,0,2880,1449,85,719,0,627
2022,5,OH,PSA Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",66,16,2.89,1.78,7.36,0,3.97,3,1,677,107,138,289,0,143
2022,5,OH,PSA Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",95,23,7.73,4.34,2.14,0.23,8.55,2,0,2636,548,825,53,7,1203
2022,5,OH,PSA Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",85,21,5.1,4.41,1.13,0.25,10.1,2,0,1150,252,292,28,4,574
2022,5,OH,PSA Airlines Inc.,FNT,"Flint, MI: Bishop International",58,10,0.61,1.07,1.01,0,7.31,1,0,863,85,118,30,0,630
2022,5,OH,PSA Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",27,14,4.12,0.06,9.21,0,0.61,1,0,557,221,3,301,0,32
2022,5,OH,PSA Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",99,17,5.73,3.12,3.3,0,4.85,4,0,761,233,219,131,0,178
2022,5,OH,PSA Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",59,11,1.66,1.21,5.66,0,2.47,0,0,662,149,77,160,0,276
2022,5,OH,PSA Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",68,16,6.8,0.17,1.85,0,7.18,1,0,1303,642,32,61,0,568
2022,5,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",181,42,13.07,7.08,4.48,0,17.36,6,0,2583,855,420,138,0,1170
2022,5,OH,PSA Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",286,67,16.39,6.48,20.33,0.21,23.59,7,1,4712,1056,635,885,33,2103
2022,5,OH,PSA Airlines Inc.,HPN,"White Plains, NY: Westchester County",259,54,15.43,4.44,11.15,0.14,22.84,9,3,3775,1043,453,469,5,1805
2022,5,OH,PSA Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",201,50,13.09,5.18,12.3,1,18.43,6,0,2986,645,428,418,41,1454
2022,5,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",43,5,3.3,0,0.25,0,1.45,0,0,339,138,0,7,0,194
2022,5,OH,PSA Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",214,39,12.12,6.1,7.73,0.17,12.88,6,0,2347,783,478,271,7,808
2022,5,OH,PSA Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",7,1,0,0,0,0,1,0,0,17,0,0,0,0,17
2022,5,OH,PSA Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,5,OH,PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",119,29,9.17,2.39,3.73,0.35,13.36,5,0,2211,692,222,217,49,1031
2022,5,OH,PSA Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",162,34,11.29,2.77,7.56,0.14,12.23,3,0,2591,563,302,552,24,1150
2022,5,OH,PSA Airlines Inc.,LAN,"Lansing, MI: Capital Region International",31,4,1.65,0,0.54,0,1.82,1,0,375,203,0,60,0,112
2022,5,OH,PSA Airlines Inc.,LEX,"Lexington, KY: Blue Grass",27,4,1.55,1,0,0,1.45,1,0,269,64,60,0,0,145
2022,5,OH,PSA Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",53,12,1.92,2.89,5.52,0,1.67,2,0,673,209,152,200,0,112
2022,5,OH,PSA Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",62,10,1.32,0.55,5.17,0,2.96,0,0,370,50,28,121,0,171
2022,5,OH,PSA Airlines Inc.,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",36,5,1.94,0,1.06,0,2,2,0,111,45,0,19,0,47
2022,5,OH,PSA Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",62,17,2.31,0,4.28,0,10.41,1,0,1020,122,0,108,0,790
2022,5,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",71,14,5.45,1.35,1.09,0.58,5.53,0,0,863,375,53,37,11,387
2022,5,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",112,9,3.79,1.63,2.16,0,1.42,4,0,407,160,88,75,0,84
2022,5,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",31,9,1.8,1,1.07,0,5.12,3,0,382,67,24,31,0,260
2022,5,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",144,43,13.52,2.16,9.21,0,18.12,1,0,3344,928,189,272,0,1955
2022,5,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",120,24,8.53,0.5,5.81,0,9.16,3,0,1956,840,48,356,0,712
2022,5,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",65,11,4.12,0.81,3.46,0,2.61,1,0,532,112,130,123,0,167
2022,5,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",62,21,5.78,2.14,5.34,0,7.74,0,0,1325,365,279,287,0,394
2022,5,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",8,1,0.79,0,0.21,0,0,0,0,28,22,0,6,0,0
2022,5,OH,PSA Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,9,3.18,0,3.04,0,2.78,2,1,588,213,0,102,0,273
2022,5,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47,12,4.62,0.76,1.84,0,4.78,1,0,1010,323,73,308,0,306
2022,5,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",158,16,4.57,0.15,4.62,0,6.65,4,0,829,286,12,127,0,404
2022,5,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",80,14,2.24,2.46,2.67,0,6.64,1,0,819,108,205,167,0,339
2022,5,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",310,100,34.61,9.35,27.71,0.2,28.12,3,2,7936,3004,1075,1375,20,2462
2022,5,OH,PSA Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",79,12,3.07,2.12,3.32,0,3.49,3,1,538,90,76,158,0,214
2022,5,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1643,295,87.65,8.96,78.72,1,118.66,47,7,24945,11057,876,3160,16,9836
2022,5,OH,PSA Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",59,14,3.41,2.1,4.5,0,4,1,0,651,144,98,119,0,290
2022,5,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",110,12,5.31,0,3.74,0,2.94,2,0,523,237,0,136,0,150
2022,5,OH,PSA Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",232,54,13.72,4.96,9.45,0,25.88,6,1,3870,1118,335,479,0,1938
2022,5,OH,PSA Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",258,58,20.53,3.14,15.98,0.43,17.93,13,0,3578,1010,196,904,27,1441
2022,5,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",145,37,13.26,3.99,8.34,0.27,11.14,24,2,3711,744,1723,338,11,895
2022,5,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",100,15,2.88,0.26,5.13,0,6.73,3,0,901,138,23,175,0,565
2022,5,OH,PSA Airlines Inc.,RIC,"Richmond, VA: Richmond International",46,9,3.76,1.53,0.07,0,3.65,0,0,631,258,116,12,0,245
2022,5,OH,PSA Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",96,16,4.37,3.73,3.12,0,4.79,2,0,1016,302,318,169,0,227
2022,5,OH,PSA Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",203,42,9.6,4.66,10.2,0,17.54,5,0,2838,905,395,365,0,1173
2022,5,OH,PSA Airlines Inc.,SBN,"South Bend, IN: South Bend International",62,11,1.61,1.8,2.26,0,5.33,2,1,768,43,166,123,0,436
2022,5,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",108,14,3.29,1.51,5.46,0,3.73,3,0,945,244,117,241,0,343
2022,5,OH,PSA Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",34,8,2.64,1.1,0.19,0,4.07,2,0,629,250,63,15,0,301
2022,5,OH,PSA Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",58,10,3.21,0.65,0.63,0,5.51,1,0,451,131,31,17,0,272
2022,5,OH,PSA Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",82,18,2.9,2.49,9.05,0,3.57,0,0,1026,164,189,352,0,321
2022,5,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",110,11,4.04,1.79,3.21,0,1.96,1,0,664,164,213,120,0,167
2022,5,OH,PSA Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",31,5,1.1,0,1.65,0,2.25,1,0,199,51,0,50,0,98
2022,5,OH,PSA Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",125,28,7.75,5.07,4.8,0,10.39,3,1,2238,318,728,142,0,1050
2022,5,OH,PSA Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",57,8,3.15,2,0.12,0,2.73,2,0,463,120,134,5,0,204
2022,5,OH,PSA Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",46,6,2.94,0,0,0,3.06,3,0,477,161,0,0,0,316
2022,5,OH,PSA Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",242,57,21.4,7.26,10.64,0,17.7,6,0,4006,1392,526,619,0,1469
2022,5,OH,PSA Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",4,2,0,0,0.71,0,1.29,0,0,35,0,0,12,0,23
2022,5,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",330,58,40,13,0,0,5,0,0,2566,1553,574,0,0,439
2022,5,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",62,13,11,1,1,0,0,1,0,888,627,233,28,0,0
2022,5,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",174,22,17,0,0,0,5,4,3,1342,816,0,0,0,526
2022,5,OO,SkyWest Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",106,12,7,0,0,0,5,2,0,669,429,0,0,0,240
2022,5,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",62,12,10,2,0,0,0,0,0,1048,947,101,0,0,0
2022,5,OO,SkyWest Airlines Inc.,ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",52,7,4,0,0,0,3,2,0,527,279,0,0,0,248
2022,5,OO,SkyWest Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",176,34,24,4,0,0,6,2,0,3317,2322,369,0,0,626
2022,5,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",53,3,3,0,0,0,0,0,1,144,144,0,0,0,0
2022,5,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",120,21,18,1,0,0,2,23,2,1650,1453,69,0,0,128
2022,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",229,46,35,4,1,0,6,1,0,2525,1444,627,102,0,352
2022,5,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",90,26,18,5,1,0,2,1,0,1985,1545,334,30,0,76
2022,5,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",226,33,18,0,0,0,15,1,1,1313,766,0,0,0,547
2022,5,OO,SkyWest Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",87,24,16,2,0,0,6,1,0,1441,938,124,0,0,379
2022,5,OO,SkyWest Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",53,13,11,0,0,0,2,1,0,765,681,0,0,0,84
2022,5,OO,SkyWest Airlines Inc.,BDL,"Hartford, CT: Bradley International",69,21,15,0,0,0,6,0,0,1512,1292,0,0,0,220
2022,5,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",85,13,10,0,0,0,3,0,0,784,540,0,0,0,244
2022,5,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",63,8,8,0,0,0,0,1,0,363,363,0,0,0,0
2022,5,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",141,29,21,3,1,0,4,0,1,1951,1149,208,49,0,545
2022,5,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",63,5,5,0,0,0,0,0,0,245,245,0,0,0,0
2022,5,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",262,48,40,3,0,0,5,5,0,3523,2985,190,0,0,348
2022,5,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",62,11,6,5,0,0,0,1,1,2556,495,2061,0,0,0
2022,5,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",558,114,87,8,1,1,17,4,1,7529,5347,547,140,27,1468
2022,5,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",898,100,65,8,0,1,26,2,2,5524,3221,376,0,65,1862
2022,5,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",53,10,8,2,0,0,0,1,0,1152,997,155,0,0,0
2022,5,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",97,19,7,0,0,1,11,3,0,1124,499,0,0,15,610
2022,5,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",53,6,5,1,0,0,0,0,1,278,246,32,0,0,0
2022,5,OO,SkyWest Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",177,26,17,3,0,0,6,4,1,1685,901,270,0,0,514
2022,5,OO,SkyWest Airlines Inc.,BTV,"Burlington, VT: Burlington International",107,19,15,2,0,0,2,0,0,858,602,97,0,0,159
2022,5,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",13,4,2,0,0,0,2,0,0,281,163,0,0,0,118
2022,5,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",275,31,18,1,0,0,12,0,0,1648,696,26,0,0,926
2022,5,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",58,12,10,0,0,0,2,0,0,908,832,0,0,0,76
2022,5,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",147,13,11,1,0,0,1,0,0,694,444,69,0,0,181
2022,5,OO,SkyWest Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",4,1,1,0,0,0,0,0,0,18,18,0,0,0,0
